SaleID,price
200396,7.957299631
200397,6.717555404
200398,7.722019764
200399,6.632697603
200400,7.550872789
200401,8.234939279
200402,7.314374987
200403,8.043766667
200404,6.627209495
200405,6.527952761
200407,7.160800038
200408,8.91171792
200409,9.260522818
200410,8.217749747
200411,7.29224144
200412,10.11975709
200413,9.304124323
200414,8.503632674
200415,9.161109156
200416,9.074870333
200417,7.458576688
200418,7.016821877
200419,9.581974453
200420,9.838697254
200421,7.346295688
200422,7.214595948
200423,6.98717201
200424,11.02724496
200425,9.143699137
200426,8.225938441
200427,9.932648113
200428,7.356769587
200429,8.37763321
200430,8.283515432
200431,7.834426349
200432,8.33065404
200433,9.66842479
200434,6.593097069
200435,8.65725014
200436,9.385972646
200437,6.745011959
200438,5.534874009
200439,6.996612003
200440,7.005719707
200441,6.642811177
200442,7.483053197
200443,8.944365276
200444,7.170104229
200445,8.009977287
200446,8.363059766
200447,8.988234357
200448,9.66232131
200449,7.032308556
200450,7.87233954
200451,6.929730176
200453,8.02130341
200454,7.264277577
200455,8.73132035
200456,7.053095638
200457,7.290306149
200459,8.495431595
200460,7.981932293
200461,8.173438645
200462,8.669231737
200463,8.867368491
200464,6.933996034
200465,8.770094277
200466,7.706977858
200467,7.986885005
200468,7.766852251
200470,9.322428095
200471,6.025277917
200472,8.853348469
200473,10.77043635
200474,7.511262725
200475,8.187682314
200476,9.595261133
200477,8.583512639
200478,8.686751814
200479,7.033311751
200480,8.870481922
200481,7.567349754
200482,7.319417871
200483,7.823401265
200484,7.596521778
200485,8.589200246
200486,8.569809525
200487,9.250456581
200488,6.981069087
200489,8.579429249
200490,9.199342962
200491,9.14094415
200492,9.862191387
200493,4.739272361
200494,7.935739917
200495,8.861374868
200496,6.003584244
200497,6.413255531
200498,9.773638231
200499,6.678570843
200500,8.72549051
200501,8.357472024
200502,7.567098196
200503,5.937657365
200504,7.881825137
200505,8.831687242
200506,5.261797258
200507,8.102386569
200508,7.670932689
200509,7.077883365
200510,9.068970494
200511,9.295562632
200512,10.27838406
200513,9.552643945
200514,9.555128429
200515,6.479214995
200516,10.11897619
200517,8.895158684
200518,7.826861376
200519,9.440074163
200520,7.744190265
200521,10.10179811
200522,5.324569775
200524,9.155770253
200525,6.068571769
200526,6.180372626
200527,8.104754159
200528,8.199306624
200529,6.437241028
200530,8.698902078
200531,9.354538275
200532,7.681704893
200533,10.06400453
200534,7.042608192
200536,7.014216761
200537,6.802876347
200538,8.422813732
200539,8.906415388
200540,7.893861253
200541,7.826677584
200542,7.897380163
200543,8.425245811
200544,6.420399781
200545,8.235629798
200546,8.790103067
200547,8.274164571
200548,8.212244749
200549,9.492278356
200550,8.22947039
200551,5.917795385
200552,9.408428914
200553,5.90725368
200554,9.496714345
200555,7.928729842
200556,8.350719749
200557,9.43198319
200558,8.884954539
200559,6.965675377
200560,7.851437275
200561,8.233457139
200562,9.940328325
200563,8.709914131
200564,9.1931972
200565,10.19589373
200566,8.771418049
200567,7.579396602
200568,9.206895233
200569,5.30073086
200570,7.476735047
200571,8.15548774
200572,9.470698882
200573,9.734132982
200574,6.779098982
200575,7.005879414
200576,6.863361167
200577,6.68348373
200578,9.949028002
200579,5.600036644
200580,8.674119209
200581,7.296814238
200582,8.707719981
200583,6.980070744
200584,9.972571507
200585,9.097677371
200586,8.506437045
200587,7.466296428
200588,8.33102498
200589,7.799511621
200590,5.72137686
200591,9.190725424
200592,8.253589467
200593,9.313756335
200594,9.158347375
200595,6.180406952
200596,8.232440984
200597,9.840906518
200598,9.344421527
200599,7.985555579
200600,8.962283305
200601,9.165750494
200602,9.244356547
200603,9.824701881
200604,9.340046572
200605,7.19766829
200606,8.362906393
200607,8.990681919
200608,9.059152231
200609,6.833980703
200610,8.981130234
200611,8.59481977
200612,9.12080718
200613,6.827649345
200615,7.126665604
200616,7.756824434
200617,7.94765752
200619,5.860506899
200620,7.615234941
200621,9.370349759
200622,8.548220593
200623,9.940977774
200624,7.17043002
200625,6.441530182
200626,7.74594713
200628,8.398458154
200629,9.013518965
200630,7.745744065
200631,9.569630631
200632,7.337681473
200633,8.258506346
200634,8.111134704
200635,8.448247471
200636,9.353117572
200637,9.730424373
200638,7.341700604
200639,7.553384656
200640,7.023697323
200641,7.968121671
200642,6.802625467
200643,8.839357296
200644,10.04936495
200645,7.866825166
200646,8.860645566
200647,9.251391025
200648,5.351821468
200649,8.703755395
200650,8.464018118
200651,8.275928653
200652,6.276852001
200653,8.785420274
200654,7.963774863
200655,9.726191247
200656,7.298634531
200657,8.411630364
200658,8.914568273
200659,7.951620144
200660,8.225400347
200661,9.168580359
200662,7.55837262
200663,7.366339435
200664,7.498936609
200665,8.746423502
200666,7.424587246
200667,9.620892176
200668,9.869662533
200669,7.370495105
200670,9.153907714
200671,7.038931614
200672,6.737022104
200673,9.660814957
200674,8.591180142
200675,8.693711517
200676,8.824488825
200677,9.196719499
200678,7.624502386
200680,8.577668659
200681,7.897508576
200682,7.915155039
200683,4.61715088
200684,6.015264866
200685,7.015846411
200686,7.961099339
200687,7.919711024
200688,6.627466175
200689,9.596039846
200690,7.157046268
200691,7.115133074
200693,8.839727858
200694,5.593947133
200695,5.983135694
200696,8.124759369
200697,8.212215768
200698,10.28037927
200699,6.520655199
200700,7.41758346
200701,8.918991431
200702,6.684859682
200703,8.921307438
200704,6.699635397
200705,7.102142648
200706,8.224827607
200707,7.335094261
200708,6.493570701
200709,7.939026331
200710,6.457736034
200712,9.279923472
200713,9.136481568
200714,7.267916622
200715,10.60650125
200716,7.33411543
200717,7.344415411
200718,8.411692815
200719,8.175968738
200720,7.802544434
200721,7.490065389
200722,7.784886062
200723,8.128025478
200724,6.786831838
200725,7.731591201
200726,5.985988607
200727,5.483781413
200728,8.292416587
200729,8.38674359
200730,7.435524869
200731,8.61246289
200732,6.725131847
200733,8.871493146
200734,7.757091043
200735,6.877027269
200736,9.712385921
200737,8.99964701
200738,7.342771061
200739,6.162358568
200740,8.666201554
200741,7.839691687
200742,8.865552374
200743,8.889280782
200744,7.692634174
200745,8.329743608
200746,7.014661979
200747,7.132470874
200748,10.4402983
200749,6.71373085
200750,9.226729747
200751,8.847604932
200752,7.967357072
200753,8.343349928
200754,7.881692999
200755,8.035552435
200756,8.227440483
200757,8.160655316
200758,7.604870711
200759,6.88440052
200760,9.782588767
200761,8.203087472
200762,7.530301973
200763,7.871077077
200764,6.625655442
200765,9.493137167
200766,7.124902674
200767,6.916749384
200768,6.58016711
200769,9.783291403
200770,5.99382358
200771,7.838341591
200772,7.807139651
200773,8.410430794
200774,9.528811121
200775,7.804342652
200776,7.88028876
200777,8.204510128
200778,7.52698237
200779,8.161652495
200780,6.637923145
200781,8.510782009
200782,6.521155119
200783,10.47428557
200784,7.15509219
200785,7.354367535
200786,8.547408231
200787,8.242579492
200788,9.236094056
200789,6.671244147
200790,8.131011734
200791,8.657739028
200792,7.975747576
200793,8.498473116
200794,9.994128848
200795,8.350631742
200796,5.445920933
200797,8.201686195
200798,8.098263093
200799,10.15592069
200800,7.41815436
200801,5.796433336
200802,5.555899328
200803,7.6987345
200804,8.262870525
200805,8.628242293
200806,8.443516886
200807,6.425109937
200808,8.104441823
200809,6.852379546
200810,7.941593065
200811,6.792993096
200812,8.418467383
200813,9.959303224
200814,7.057786402
200815,7.314393574
200816,9.306287598
200817,6.938236449
200818,8.617958171
200819,8.5966946
200820,6.705407216
200821,8.323589268
200822,8.727663938
200823,8.013016626
200824,6.700931218
200825,9.446886106
200826,7.908628502
200827,7.783993819
200828,9.482867088
200829,9.427941365
200830,8.797710616
200831,8.171045403
200832,8.325462362
200833,6.856637825
200834,7.340687565
200835,7.363728849
200836,7.55136178
200837,8.182786785
200838,7.274686381
200839,8.641983981
200840,8.306503017
200841,8.871811165
200842,8.1925819
200843,8.33239449
200844,9.01162928
200846,8.627426501
200847,8.175916613
200848,6.828455577
200849,9.648812709
200850,6.772493894
200851,9.157177667
200852,7.309649015
200853,8.797224554
200854,9.602535972
200855,8.272357226
200856,7.960437054
200857,6.937540207
200858,9.924871999
200859,7.651263804
200860,8.972880751
200861,7.455478326
200862,9.484019373
200863,7.86446198
200864,6.907144906
200865,10.33148482
200866,8.261444766
200867,8.237009111
200868,7.728183547
200870,9.479683752
200871,7.661788031
200872,9.10011738
200873,6.698559975
200874,7.226411005
200875,8.123225647
200876,8.63245968
200877,8.019584283
200878,9.238490992
200879,6.50228654
200880,5.655287003
200881,6.09823272
200882,9.261583274
200883,8.99196705
200884,7.174349244
200885,7.40877237
200886,8.919047947
200887,7.038966159
200888,7.104611769
200889,7.85566195
200890,7.049267287
200891,6.807896728
200892,8.747983231
200894,6.724486398
200895,8.784312312
200896,8.44369179
200897,7.499794682
200898,9.574421917
200899,8.375692369
200900,8.834609683
200901,8.075565445
200902,9.927121124
200903,6.024631987
200904,6.974011942
200905,7.527811594
200906,9.369294088
200907,7.117906513
200908,6.226385307
200909,5.546279969
200910,7.674721486
200911,6.612641755
200912,8.476784912
200913,8.686525723
200914,8.545615473
200915,7.928810338
200916,7.414500164
200917,9.717055132
200918,6.750246265
200919,8.246802318
200920,7.126748866
200921,8.490506909
200923,9.706438237
200924,7.169645835
200925,9.243642765
200926,6.233434584
200927,5.825571531
200928,8.392918534
200929,6.909842559
200930,9.580935671
200931,7.694093214
200932,6.855934838
200933,9.966605842
200934,8.973169798
200935,7.685244768
200936,8.536389533
200937,10.33852285
200938,9.511633149
200939,8.333673877
200940,7.888213882
200941,5.729506223
200942,6.786336362
200943,7.447982892
200944,9.751255002
200945,7.425140364
200946,7.226928248
200947,6.715191599
200948,8.866798197
200949,9.883173717
200950,8.572416394
200951,8.767562459
200952,9.622385962
200953,7.567811785
200954,7.164058558
200955,9.920602254
200956,8.460700241
200957,7.863737368
200958,7.247895025
200959,6.880868353
200960,8.230382637
200961,8.545039578
200962,9.177926498
200963,6.919618954
200964,7.794844663
200965,8.637287268
200966,7.648097317
200967,8.444084129
200968,8.348693976
200969,8.138259482
200970,9.533409805
200971,7.149302015
200972,8.354220634
200973,9.272870226
200974,9.859293393
200975,8.14447004
200976,10.24729012
200977,9.633398399
200978,7.628466488
200979,6.40868385
200980,9.299691124
200981,7.569770884
200982,8.688197645
200983,6.763464174
200984,6.468800357
200985,10.31186931
200986,9.574464676
200987,6.941091487
200988,5.933037392
200989,7.061818871
200990,6.312688656
200991,6.968395101
200992,8.185001501
200994,7.955087344
200995,7.080384829
200996,8.459238712
200998,7.32860965
200999,9.0828574
201000,7.932696637
201001,9.18936897
201002,9.778188966
201003,9.691657416
201004,6.381442484
201005,6.03042892
201006,8.556624322
201007,7.372524959
201008,8.970082216
201009,8.196447444
201010,8.751677894
201011,9.561269558
201012,8.169672566
201014,7.840256167
201015,8.718466616
201016,7.35237321
201017,7.893026936
201018,7.799559931
201019,9.463902474
201020,8.843643873
201021,7.499721185
201022,8.756279241
201023,10.48105647
201024,8.864174536
201025,7.796953902
201026,7.956238405
201027,7.909860577
201028,8.223248289
201029,7.45113925
201030,8.930623538
201031,9.560842126
201032,6.40026909
201033,9.292478627
201034,5.786104917
201035,8.394787514
201036,7.13287705
201037,7.43821837
201038,7.169410921
201040,7.36719838
201041,5.964505175
201042,8.111176516
201043,6.89218345
201044,8.568624464
201045,8.312692698
201046,7.570190334
201047,6.632590224
201048,8.761184139
201049,6.55428152
201050,8.830923037
201051,7.182686003
201052,8.371055958
201053,6.918247412
201054,7.960938587
201055,8.408089544
201056,7.831385029
201058,9.17483382
201059,9.306526593
201060,6.357042519
201061,9.301838681
201062,8.044379887
201063,10.26272603
201064,7.520831302
201065,7.26951709
201066,6.849903937
201067,9.817946623
201068,9.581450182
201069,7.955336888
201070,10.19172878
201071,6.443056028
201072,7.691620937
201073,7.713604467
201074,10.13868625
201075,8.289709615
201076,7.445934885
201077,8.897842533
201078,7.695644684
201079,9.239017041
201080,7.933095584
201081,9.796811538
201082,8.462890036
201083,6.942786623
201084,6.904836383
201085,7.213405318
201086,8.843444242
201087,7.24369727
201088,8.636540892
201089,8.779332394
201090,8.998092043
201091,6.519372477
201092,8.916638199
201093,7.285071145
201094,8.440066277
201095,7.432148538
201096,7.84925683
201097,5.8914431
201098,8.524987103
201099,6.331456212
201100,7.513711421
201101,9.096762712
201102,7.936558967
201103,8.331996871
201104,8.008802818
201105,8.535069676
201106,6.360582098
201107,6.953255472
201108,7.537813768
201109,8.8585614
201110,7.919063435
201111,8.384544657
201112,9.249839963
201113,8.972107699
201114,8.25220741
201115,10.15006681
201116,6.8060918
201117,6.781338764
201118,7.204538596
201119,8.32491472
201120,7.972486954
201121,7.941692198
201122,9.127070399
201123,8.444173571
201124,9.484953092
201125,7.328281956
201127,9.486893669
201128,8.509475056
201129,9.530536138
201130,8.209755555
201131,7.965043201
201132,8.494340076
201133,7.471940752
201134,8.874946182
201135,7.465276427
201136,8.74496682
201137,6.565116304
201138,6.181923949
201139,8.725006664
201140,9.428256139
201141,6.460117389
201142,7.390782106
201143,9.10689172
201144,7.748324952
201145,8.584119238
201146,8.077239664
201147,7.975570123
201148,7.68766955
201149,6.785980649
201150,8.173788828
201151,9.26062252
201152,7.482881853
201153,7.723186586
201154,8.906348178
201155,8.325697372
201156,7.090902436
201157,6.988894013
201158,7.226411295
201159,7.354380168
201160,6.606841772
201161,7.939454427
201162,6.566139084
201163,9.063508487
201164,7.48915289
201165,6.984702989
201166,7.984329029
201167,6.769171417
201168,6.690659699
201169,7.516175692
201170,9.534942722
201171,8.942691634
201172,9.467088027
201173,9.800837343
201174,6.183525097
201175,7.647740055
201176,7.524568384
201177,7.344010225
201178,7.908143811
201179,6.947850103
201180,7.669746448
201181,9.593887857
201182,6.552649301
201183,8.204387184
201184,7.68494661
201185,7.846981151
201186,6.753045627
201187,9.559293522
201188,8.225257428
201189,10.37708779
201190,7.645983016
201191,9.253367399
201192,8.207657303
201193,7.013778517
201194,6.187932177
201195,8.25706013
201196,8.598710907
201197,8.261546649
201198,8.545560386
201199,6.604985702
201200,8.59096835
201201,5.337365571
201202,10.04902367
201203,7.116771117
201204,7.340413153
201205,7.444573781
201206,7.86048124
201207,8.295765276
201208,9.389489768
201209,6.179093873
201210,8.515401141
201211,5.571255924
201212,10.09378359
201213,8.798107323
201214,9.983746687
201215,7.040514334
201216,7.325847746
201218,7.576266532
201219,6.395994791
201220,8.108561525
201221,8.09246506
201222,7.957616008
201223,9.143325534
201224,9.638081922
201225,8.422697428
201226,7.278127446
201227,8.065340328
201228,7.553018964
201229,9.623331701
201230,7.845713669
201231,8.600754344
201232,9.65801599
201233,8.487319287
201234,10.26463675
201235,9.961433229
201236,8.732194089
201237,9.62734981
201238,7.021627469
201239,9.287122243
201240,7.037752915
201241,8.911652407
201242,7.280319407
201243,7.752111206
201244,8.979058518
201245,8.488040232
201247,10.22183638
201248,6.065317977
201249,8.533214823
201250,8.288639979
201251,8.686386731
201252,7.21020012
201253,9.03778055
201254,9.311967277
201255,8.962886044
201256,10.46574303
201257,6.44704766
201258,9.265589239
201259,8.045366409
201260,10.67308365
201261,8.163845459
201262,6.7664016
201263,8.634049932
201264,9.553909276
201265,6.884873523
201266,6.017014595
201267,6.391063746
201268,7.517921676
201269,8.383678461
201270,7.244532482
201271,8.806127256
201272,8.874064839
201273,6.384825218
201274,7.247636886
201275,8.814518744
201276,8.010899757
201277,6.998014429
201278,9.561920581
201279,7.605226801
201280,8.371667883
201281,7.095038411
201282,7.817807228
201283,7.405329461
201284,7.798428155
201285,7.13895759
201286,7.182656718
201287,6.254186237
201288,7.186031335
201289,5.86114602
201290,7.630620482
201291,8.751631392
201292,8.415400516
201293,7.888328846
201294,7.358430521
201295,8.193065338
201296,7.759839976
201297,7.533154533
201298,6.608686623
201299,7.66898988
201300,10.09757093
201301,8.313545986
201302,9.555326078
201303,7.782843187
201304,9.305666329
201305,8.330379157
201306,9.040870811
201307,6.899077249
201308,8.430645063
201309,7.939557503
201310,9.544259417
201311,8.628584626
201312,10.33264802
201313,10.57451426
201314,7.710838902
201315,7.26864468
201316,7.367905876
201317,8.432842857
201318,8.990645781
201319,7.647734319
201320,8.414738638
201321,6.553820969
201322,9.132956122
201323,7.078240924
201324,8.710645539
201325,9.320653791
201326,9.422115376
201327,7.275677204
201328,8.056720881
201329,6.966501445
201330,9.792277035
201331,8.018593053
201332,9.070726111
201333,9.837814666
201334,7.393156742
201335,9.774332511
201336,6.408041135
201337,9.361287816
201338,8.840895317
201339,7.734524741
201340,9.495167338
201341,9.307660781
201342,10.72789103
201343,8.7098996
201344,8.639110423
201345,10.38224067
201346,9.867516604
201347,6.522474137
201348,6.513837396
201349,9.052763528
201350,8.286791937
201351,7.698761837
201353,6.329737784
201354,8.883010654
201355,9.55523596
201356,9.452834747
201357,9.006926964
201358,8.454819535
201359,8.820483829
201360,7.550686186
201361,9.222886349
201362,9.088865331
201363,9.167503515
201364,9.066891014
201365,9.005984581
201366,9.656363749
201367,9.944654438
201368,8.170675953
201369,8.217225656
201370,9.4661836
201371,7.852970106
201372,10.11880243
201373,7.207484438
201374,9.153143053
201375,7.16393873
201376,6.642695935
201377,8.760397836
201378,7.894963508
201379,9.633808759
201380,6.813279252
201381,7.412161586
201382,9.5960861
201383,8.0075192
201384,6.198918715
201385,9.147460965
201386,7.850645877
201387,9.01056334
201388,9.357251407
201389,8.145250353
201390,10.51837083
201392,7.560566627
201393,7.6014028
201394,8.772269467
201395,9.803247403
201396,9.235746394
201397,9.254914473
201398,8.845461873
201399,7.732579309
201400,7.518982291
201401,7.932528225
201402,8.05998086
201403,9.497114436
201404,8.031262108
201405,7.456117548
201406,10.4458114
201407,10.15721216
201408,9.047017797
201409,9.302440549
201410,6.37474429
201411,7.800162439
201412,9.044411713
201413,9.72593535
201414,8.637149979
201415,7.329436676
201416,7.140504393
201417,6.846984972
201418,7.067844797
201419,9.646493344
201420,9.883925581
201421,9.315316273
201422,7.278361642
201423,8.939435717
201424,9.372877278
201425,6.959055432
201426,6.871179739
201427,8.219954732
201428,8.481252585
201429,7.598013933
201430,9.298203927
201431,9.396752218
201432,6.724997438
201433,7.585419522
201434,6.194340257
201435,8.027059849
201436,8.05756784
201437,8.584358764
201438,7.467223948
201439,8.75948123
201440,8.767340164
201441,9.845917938
201442,8.232739445
201443,8.647180069
201444,6.575004944
201445,6.465820728
201446,7.731329748
201447,8.922928896
201448,7.813563237
201449,9.726039578
201451,6.538601986
201452,9.102243735
201453,7.118518539
201454,8.23222138
201455,8.001480802
201456,8.426026613
201457,8.025144534
201458,6.975987487
201459,8.425470767
201460,7.02497013
201461,8.264742614
201462,8.649592495
201463,8.536483963
201464,8.456274208
201465,9.618089843
201467,8.090914889
201468,8.97892611
201469,8.023273367
201470,8.738509445
201471,7.276276635
201472,6.509368166
201473,9.581506282
201474,7.085051862
201475,7.628624538
201476,7.355717741
201477,8.370517973
201478,8.097308103
201479,7.822629325
201480,7.175762461
201481,9.34065114
201482,10.72971793
201483,9.177076146
201484,7.259409485
201485,9.341399404
201486,8.597760323
201487,7.005991325
201488,9.627312019
201489,7.984958737
201490,10.16256521
201491,6.980218589
201492,7.55075635
201493,8.535986316
201494,6.892158394
201495,6.42046985
201496,7.541505619
201497,9.900023876
201498,8.490756859
201499,7.023485675
201500,9.601477447
201501,9.784046694
201502,9.143650834
201503,7.338461544
201504,9.400707085
201505,6.912765381
201506,9.678072605
201507,8.991488039
201508,6.616853199
201509,8.719622603
201510,6.520307811
201511,7.832843968
201512,7.504796242
201513,7.479291371
201514,6.524891415
201515,8.240868791
201517,8.113577528
201518,7.941661787
201519,7.414383892
201520,8.389810379
201521,7.184404875
201522,10.84898089
201523,8.795723367
201524,7.166528477
201525,9.044752038
201526,8.916243337
201527,6.001552905
201528,8.68521611
201529,7.84204944
201530,9.726025813
201531,9.742732964
201532,8.606399146
201533,9.721184898
201535,9.971157518
201536,7.249406198
201537,6.857715103
201538,6.364714407
201539,6.388028172
201540,10.34280763
201541,6.617357582
201543,9.742793976
201544,5.520628017
201545,7.547134247
201546,9.116423068
201547,9.246315039
201548,7.816261567
201549,8.150961373
201550,8.295987201
201551,8.592555024
201552,8.566334826
201553,9.163596235
201554,7.941254124
201555,9.039517643
201556,7.95623342
201557,8.363449641
201558,8.831492713
201559,8.746820016
201560,6.216057703
201561,6.795482996
201562,8.245997286
201563,7.146322104
201564,6.810849753
201565,7.510183323
201566,9.778289943
201567,6.458435221
201568,6.967824168
201569,5.722258386
201570,8.183047967
201571,6.57127136
201572,6.880720379
201573,7.790694798
201574,6.038938312
201575,9.07174288
201576,6.419416274
201577,9.357649783
201578,8.905649517
201579,8.768522036
201580,7.092156486
201581,7.274478667
201582,7.146960789
201583,8.108581543
201584,7.290359246
201585,7.716361133
201586,5.97164634
201587,7.402438658
201588,7.330353508
201589,6.673960729
201590,6.07897087
201591,6.986548834
201592,10.18908482
201593,6.86450843
201594,7.652317571
201595,8.68511341
201596,7.331644567
201597,8.418299878
201598,6.217024909
